StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/13/2018 13:46,11/13/2018 13:47,IP Address,71.80.45.77,100,82,TRUE,11/13/2018 13:47,R_2pLF4uLxsUP0VTf,,,,,41.62109375,-71.08899689,anonymous,EN,Currently living in the United States of America,,31-40,Female,Some college but no degree,"$70,000 to $79,999",Daily,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,Fox News,,Right leaning,Democrat,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Fairly Often,Very Often,Fairly Often,5beb37fd-a024-4a56-b89f-5d512ec0fc04,2,1,4,1,33,13,1,1,2790,Control
11/13/2018 13:41,11/13/2018 13:47,IP Address,73.212.61.162,100,353,TRUE,11/13/2018 13:47,R_2xJzOFUamdVmcgZ,,,,,39.13549805,-77.28220367,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,High school graduate (high school diploma or equivalent including GED),"$80,000 to $89,999",Weekly,Online Media,"Through an aggregator (Google News, The Skimm, etc.)",,Never,Other,none,Central,Independent,,Almost Never,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Almost Never,Very Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,5beb369a-c102-4670-8f8c-af2f9ea2ceb1,1,1,2,3,63,15,1,5,20874,Placebo
11/13/2018 13:44,11/13/2018 13:47,IP Address,76.177.163.123,100,160,TRUE,11/13/2018 13:47,R_0kdMFsvfOQUh5QZ,,,,,38.76489258,-85.40699768,anonymous,EN,Currently living in the United States of America,,41-50,Male,Associate degree in college (2-year),"$10,000 to $19,999",Weekly,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Rarely,"CNN,Other",,Central,Independent,,Sometimes,Almost Never,Almost Never,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,5beb3774-5115-4ef7-bb2d-6260575b16e3,1,1,6,2,44,2,1,4,47250,Placebo
11/13/2018 13:43,11/13/2018 13:47,IP Address,66.222.104.152,100,277,TRUE,11/13/2018 13:47,R_2V3CjzibzfjvvT2,,,,,43.17909241,-71.81590271,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Master's degree,"$60,000 to $69,999",Daily,Television broadcast,,,,Other,ABC,Left leaning,Democrat,,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,5beb36fe-8113-4dcb-8dc3-4e9bb63c0ad6,2,1,7,1,70,12,1,1,3303,Treatment
11/13/2018 13:45,11/13/2018 13:47,IP Address,172.3.200.214,100,161,TRUE,11/13/2018 13:47,R_1Eaq03zvS0i9xVl,,,,,38.20829773,-84.24500275,anonymous,EN,Currently living in the United States of America,,21-30,Female,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Daily,Television broadcast,,,,CNN,,Central,Republican,,Never,Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Never,Sometimes,Fairly Often,Almost Never,Never,Sometimes,Fairly Often,Sometimes,5beb3780-a14e-480b-ab50-638dc3ae9333,2,1,2,3,28,3,1,9,40475,Placebo
11/13/2018 13:45,11/13/2018 13:47,IP Address,172.6.248.151,100,123,TRUE,11/13/2018 13:47,R_2cqEYlhAnreaxUi,,,,,26.34809875,-80.11039734,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Master's degree,"$100,000 to $149,999",Daily,Television broadcast,,,,Fox News,,Right leaning,Republican,,Sometimes,Never,Almost Never,Very Often,Very Often,Very Often,Fairly Often,Never,Fairly Often,Very Often,Almost Never,Almost Never,Very Often,Never,5beb37c6-fa74-4865-9497-847bc7129522,2,1,7,1,69,20,1,10,8850,Control
11/13/2018 13:42,11/13/2018 13:48,IP Address,70.127.36.56,100,313,TRUE,11/13/2018 13:48,R_2Xc9AygsHsEAybH,,,,,27.90849304,-82.75679779,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Master's degree,"$30,000 to $39,999",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Central,Democrat,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Sometimes,5beb3718-d322-46ec-8046-61241ee159ac,1,1,7,3,76,6,1,2,33764,Treatment
11/13/2018 13:43,11/13/2018 13:48,IP Address,104.240.118.239,100,269,TRUE,11/13/2018 13:48,R_z6DRKYXqeYt8bYt,,,,,40.478302,-88.98930359,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$30,000 to $39,999",Less than once per month,None of the above,,,,Other,ABC,Central,Democrat,,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Fairly Often,Very Often,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Very Often,Almost Never,5beb371a-eae9-43c0-a012-dc1b5b32ff00,2,1,6,2,49,6,1,2,61231,Treatment
11/13/2018 13:44,11/13/2018 13:48,IP Address,132.170.27.255,100,257,TRUE,11/13/2018 13:48,R_3qqzsL5zCV72ffW,,,,,28.56629944,-81.26080322,anonymous,EN,Currently living in the United States of America,,41-50,Female,Master's degree,"$30,000 to $39,999",Weekly,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.)",,Rarely,Other,NHK,Left leaning,Democrat,,Fairly Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Very Often,Very Often,Fairly Often,Sometimes,5beb3773-bf2b-4f6b-93af-e09e42892f50,2,1,7,3,45,6,1,1,32804,Placebo
11/13/2018 13:42,11/13/2018 13:48,IP Address,69.114.241.173,100,354,TRUE,11/13/2018 13:48,R_22xEai0zmIn2DAb,,,,,40.55149841,-74.45899963,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,High school graduate (high school diploma or equivalent including GED),"$60,000 to $69,999",Daily,Television broadcast,,,,CNN,,Central,Republican,,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,5beb36f8-607a-4b48-b89f-46f7bc97f59c,2,1,2,1,62,-3105,1,9,11561,Placebo
11/13/2018 13:45,11/13/2018 13:48,IP Address,209.152.144.146,100,166,TRUE,11/13/2018 13:48,R_bsdHMbYW0b7SNdn,,,,,40.42660522,-91.72499847,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$90,000 to $99,999",Daily,"Online Media,Word of Mouth","Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Fox News,CNN",,Left leaning,Independent,,Almost Never,Sometimes,Fairly Often,Very Often,Fairly Often,Sometimes,Almost Never,Almost Never,Fairly Often,Almost Never,Sometimes,Fairly Often,Sometimes,Almost Never,5beb37b0-66da-47c9-8179-95a3e2bac6cc,2,1,6,2,42,18,1,3,63435,Treatment
11/13/2018 13:43,11/13/2018 13:48,IP Address,108.247.133.90,100,319,TRUE,11/13/2018 13:48,R_3eqxqMZ9ytqM4xZ,,,,,33.396698,-86.83460236,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"Fox News,Other",talk radio,Right leaning,Independent,,Sometimes,Almost Never,Almost Never,Sometimes,Never,Fairly Often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,5beb371d-5a54-4eb3-8cf3-9abea2251d7a,1,1,6,3,77,20,1,5,35226,Placebo
11/13/2018 13:44,11/13/2018 13:48,IP Address,68.184.228.100,100,251,TRUE,11/13/2018 13:48,R_2P0TVvRughKXdeP,,,,,38.57809448,-90.42559814,anonymous,EN,Currently living in the United States of America,,51-60,Female,Some college but no degree,"$30,000 to $39,999",Less than once per month,"Television broadcast,Word of Mouth",,,,"CNN,Other",MSNBC,Central,Democrat,,Almost Never,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,5beb3732-ff46-4796-8ba4-f72640bdde73,2,1,4,2,52,5,1,1,63146,Placebo
11/13/2018 13:42,11/13/2018 13:48,IP Address,24.158.94.61,100,351,TRUE,11/13/2018 13:48,R_3CO5aP1iGHjxpPE,,,,,36.34449768,-82.20149994,anonymous,EN,Currently living in the United States of America,,31-40,Male,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Fox News,CNN",,Central,Other,no perference,Almost Never,Never,Almost Never,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Sometimes,Almost Never,Very Often,Almost Never,5beb3709-83fb-456b-94e7-5d8a178bfe98,1,1,1,3,34,5,1,8,37643,Treatment
11/13/2018 13:46,11/13/2018 13:48,IP Address,73.184.221.202,100,113,TRUE,11/13/2018 13:48,R_sRSKrOVZM59TcmB,,,,,33.6053009,-84.48130035,anonymous,EN,Currently living in the United States of America,,21-30,Female,Some college but no degree,"$70,000 to $79,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,Reuters,CNN",,Central,Democrat,,Very Often,Fairly Often,Very Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,5beb3800-9357-4201-8702-9320308a9699,2,1,4,3,25,9,1,1,30349,Placebo
11/13/2018 13:45,11/13/2018 13:48,IP Address,107.198.96.40,100,187,TRUE,11/13/2018 13:48,R_3HZzlQ7GRV8qrKO,,,,,41.94630432,-87.80609894,anonymous,EN,Currently living in the United States of America,,51-60,Female,Some college but no degree,"$50,000 to $59,999",Daily,Television broadcast,,,,"Fox News,Other",,Right leaning,Republican,,Sometimes,Never,Almost Never,Very Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,5beb37c2-7122-4463-9033-e7ca4915f7ec,2,1,4,2,60,9,1,10,60641,Placebo
11/13/2018 13:46,11/13/2018 13:48,IP Address,72.238.26.234,100,133,TRUE,11/13/2018 13:48,R_2TYqzlLkDEvnjaY,,,,,28.59739685,-81.3035965,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$20,000 to $29,999",Monthly,"Radio broadcast,Word of Mouth",,,,Fox News,,Central,Independent,,Fairly Often,Sometimes,Sometimes,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Very Often,Sometimes,Very Often,5beb37fe-8130-406b-a004-9bddab4faa59,2,1,5,3,21,3,1,3,32792,Placebo
11/13/2018 13:43,11/13/2018 13:48,IP Address,68.173.96.47,100,321,TRUE,11/13/2018 13:48,R_tSsR3Mzr1ADQMPT,,,,,40.8381958,-73.94200134,anonymous,EN,Currently living in the United States of America,,51-60,Male,Some college but no degree,"$60,000 to $69,999",Weekly,Television broadcast,,,,"Fox News,CNN,Other",LOcal,Central,Democrat,,Sometimes,Never,Sometimes,Sometimes,Never,Very Often,Very Often,Never,Very Often,Fairly Often,Never,Very Often,Very Often,Almost Never,5beb3733-0a3a-48a4-a85b-122cb7815a7b,1,2,4,1,56,11,1,1,10032,Treatment
11/13/2018 13:44,11/13/2018 13:48,IP Address,170.10.27.89,100,253,TRUE,11/13/2018 13:48,R_1hTfoyKM0SaXzFN,,,,,32.51649475,-94.32510376,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Some college but no degree,"$60,000 to $69,999",Multiple times per day,"Television broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Rarely,Fox News,,Central,Independent,,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,5beb3748-12c8-48f7-b13e-f075bcd9f838,2,1,4,3,70,11,1,4,75672,Placebo
11/13/2018 13:44,11/13/2018 13:48,IP Address,73.93.146.231,100,295,TRUE,11/13/2018 13:48,R_31gSMvZwximmQeW,,,,,39.44929504,-123.3679047,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Weekly,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Central,Republican,,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,5beb3747-e9c2-4c50-87b5-1239b847945e,2,1,2,4,65,3,1,5,95490,Treatment
11/13/2018 13:43,11/13/2018 13:49,IP Address,174.107.203.240,100,304,TRUE,11/13/2018 13:49,R_3qkcDbmhnXpmvoi,,,,,32.9756012,-80.18309784,anonymous,EN,Currently living in the United States of America,,21-30,Female,Some college but no degree,"$150,000 or more",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,Fox News,,Right leaning,Republican,,Fairly Often,Sometimes,Very Often,Sometimes,Never,Very Often,Fairly Often,Almost Never,Fairly Often,Almost Never,Never,Fairly Often,Very Often,Never,5beb3767-d789-4ce1-88af-c6f7276f9869,2,1,4,3,22,-3105,1,10,29485,Treatment
11/13/2018 13:46,11/13/2018 13:49,IP Address,74.70.162.86,100,138,TRUE,11/13/2018 13:49,R_1Io74xlD0YteQKB,,,,,42.7460022,-73.69429779,anonymous,EN,Currently living in the United States of America,,31-40,Female,Less than high school degree,"$10,000 to $19,999",Daily,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,"Fox News,CNN",,Central,Democrat,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,5beb3800-f0ad-452b-9d76-24844b8353f3,2,1,1,1,38,1,1,2,12183,Control
11/13/2018 13:43,11/13/2018 13:49,IP Address,174.20.136.238,100,343,TRUE,11/13/2018 13:49,R_2wB5e69eG9YQw79,,,,,45.0632019,-93.38110352,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Master's degree,"$60,000 to $69,999",Daily,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Almost Never,Almost Never,Never,Very Often,Very Often,Very Often,Very Often,Never,Very Often,Very Often,Almost Never,Sometimes,Fairly Often,Never,5beb36b1-c73f-4802-a36a-757a33a1f36a,1,1,7,2,72,11,1,10,55025,Placebo
11/13/2018 13:43,11/13/2018 13:49,IP Address,24.211.210.189,100,342,TRUE,11/13/2018 13:49,R_3Ej7X7tZ6AH6oIu,,,,,36.02490234,-78.47440338,anonymous,EN,Currently living in the United States of America,,51-60,Female,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Multiple times per day,"Television broadcast,Online Media","Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,David Muir,Right leaning,Independent,,Almost Never,Almost Never,Almost Never,Very Often,Very Often,Very Often,Sometimes,Never,Very Often,Very Often,Never,Very Often,Very Often,Never,5beb3739-5a86-4b89-ab85-3749fa7d8c9e,2,1,2,3,60,4,1,5,27549,Control
11/13/2018 13:43,11/13/2018 13:49,IP Address,73.229.49.89,100,321,TRUE,11/13/2018 13:49,R_SP0jtMSorLolGVP,,,,,39.66670227,-105.0854034,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"$40,000 to $49,999",Daily,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,CNN,Other",,Central,Republican,,Sometimes,Sometimes,Sometimes,Never,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5beb3745-77f5-47d9-bcb7-26028d2491ef,2,6,6,4,28,8,1,10,80227,Placebo
11/13/2018 13:43,11/13/2018 13:49,IP Address,73.184.249.17,100,357,TRUE,11/13/2018 13:49,R_2YabKTUNV77EQpn,,,,,33.69889832,-84.74539948,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Sometimes,Sometimes,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,5beb371f-4637-4ae9-8638-f92b3360d474,1,1,4,3,73,2,1,10,30135,Control
11/13/2018 13:45,11/13/2018 13:49,IP Address,73.95.122.179,100,203,TRUE,11/13/2018 13:49,R_2uxK0qHtijZxmmH,,,,,39.94689941,-105.2142029,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Bachelor's degree in college (4-year),"$90,000 to $99,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Reuters,CNN,Other","nbc, msnbc, nytime, washington post",Left leaning,Democrat,,Sometimes,Never,Never,Very Often,Very Often,Very Often,Very Often,Never,Very Often,Very Often,Sometimes,Fairly Often,Very Often,Never,5beb37dc-c779-4faa-afe4-dcb2912e498f,2,1,6,4,63,18,1,1,80305,Treatment
11/13/2018 13:45,11/13/2018 13:49,IP Address,174.229.2.231,100,202,TRUE,11/13/2018 13:49,R_1hW46E4ZdmIEwH7,,,,,40.40029907,-79.93379974,anonymous,EN,Currently living in the United States of America,,21-30,Female,Master's degree,"$70,000 to $79,999",Daily,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Central,Republican,,Almost Never,Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Never,5beb3797-5fa5-441a-b3cf-5db4105ba68a,2,1,7,2,29,14,1,10,44512,Placebo
11/13/2018 13:42,11/13/2018 13:49,IP Address,98.224.94.71,100,380,TRUE,11/13/2018 13:49,R_3JwOb2OuT7sp4jw,,,,,36.74000549,-119.7532043,anonymous,EN,Currently living in the United States of America,,21-30,Female,Associate degree in college (2-year),"Less than $10,000",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,Reuters,CNN",,Left leaning,Democrat,,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Fairly Often,Very Often,Sometimes,Almost Never,5beb3705-b73a-45df-a9ce-c6635d042524,2,1,5,4,28,1,2,1,93706,Treatment
11/13/2018 13:46,11/13/2018 13:49,IP Address,24.8.255.11,100,169,TRUE,11/13/2018 13:49,R_3s6dQ2rveoqA6z4,,,,,40.41090393,-104.754097,anonymous,EN,Currently living in the United States of America,,21-30,Male,High school graduate (high school diploma or equivalent including GED),"$50,000 to $59,999",Daily,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Always,CNN,,Central,Democrat,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Very Often,Sometimes,Almost Never,5beb3814-c9ce-4eda-842d-a1e7190ad0f1,1,1,2,4,28,10,1,1,80634,Placebo
11/13/2018 13:46,11/13/2018 13:49,IP Address,24.177.138.231,100,167,TRUE,11/13/2018 13:49,R_OqJcoAK4yvatzXP,,,,,42.11289978,-71.86869812,anonymous,EN,Currently living in the United States of America,,51-60,Female,High school graduate (high school diploma or equivalent including GED),"$90,000 to $99,999",Multiple times per day,"Television broadcast,Radio broadcast",,,,Other,CBS,Central,Independent,,Almost Never,Never,Never,Very Often,Sometimes,Very Often,Sometimes,Almost Never,Very Often,Sometimes,Sometimes,Very Often,Sometimes,Almost Never,5beb37f5-c26c-48fa-8af3-a633fdf8eda4,2,1,2,1,55,16,1,10,1537,Treatment
11/13/2018 13:44,11/13/2018 13:49,IP Address,47.33.9.71,100,279,TRUE,11/13/2018 13:49,R_Y4eU8sVL8M3COFH,,,,,39.54829407,-119.7957001,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Multiple times per day,Television broadcast,,,,Other,local,Central,Independent,,Never,Almost Never,Very Often,Very Often,Very Often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,5beb376e-bd58-43f7-8a8b-81f385fdb154,2,1,2,4,68,3,1,5,89502,Placebo
11/13/2018 13:46,11/13/2018 13:49,IP Address,65.115.252.99,100,148,TRUE,11/13/2018 13:49,R_bsmtYCXBQpT75E5,,,,,40.86210632,-74.41169739,anonymous,EN,Currently living in the United States of America,,51-60,Male,Master's degree,"$40,000 to $49,999",Daily,"Television broadcast,Radio broadcast",,,,Other,local news,Right leaning,Republican,,Almost Never,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,5beb381e-c5fa-4a83-9eba-5aa672648a16,1,1,7,1,60,-3105,1,9,1752,Control
11/13/2018 13:43,11/13/2018 13:49,IP Address,66.96.79.214,100,352,TRUE,11/13/2018 13:49,R_1K3hsyz8XI7NVvZ,,,,,45.65139771,-122.6604004,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Bachelor's degree in college (4-year),"$50,000 to $59,999",Daily,"Television broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Other,Yahoo,Central,Independent,,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Never,5beb3747-3d00-421b-a43e-59d76fafa2ac,1,1,6,4,69,9,1,4,98683,Placebo
11/13/2018 13:44,11/13/2018 13:49,IP Address,173.14.85.13,100,289,TRUE,11/13/2018 13:49,R_XG2yIox533teGad,,,,,26.47219849,-81.81220245,anonymous,EN,Currently living in the United States of America,,51-60,Male,High school graduate (high school diploma or equivalent including GED),"$30,000 to $39,999",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Democrat,,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Almost Never,Fairly Often,Very Often,Fairly Often,Fairly Often,5beb37a3-fca9-4b7e-ae6d-9c722f5f1884,1,1,3,3,59,6,1,1,33909,Treatment
11/13/2018 13:43,11/13/2018 13:49,IP Address,70.180.189.124,100,395,TRUE,11/13/2018 13:49,R_tLh2zyXGqzct6GB,,,,,36.20440674,-115.2232971,anonymous,EN,Currently living in the United States of America,,41-50,Female,Some college but no degree,"$90,000 to $99,999",Daily,"Television broadcast,Radio broadcast",,,,"Fox News,CNN",,Right leaning,Republican,,Sometimes,Sometimes,Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Never,Sometimes,Very Often,Never,Sometimes,Fairly Often,Sometimes,5beb3702-3de6-4fac-834a-b7bc9d535108,1,1,4,4,49,12,1,9,89130,Treatment
11/13/2018 13:45,11/13/2018 13:49,IP Address,75.27.27.86,100,260,TRUE,11/13/2018 13:49,R_1hQo8PQOO00hjQN,,,,,39.95750427,-86.02300262,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Some college but no degree,"$40,000 to $49,999",Multiple times per day,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"Fox News,CNN",,Left leaning,Democrat,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Very Often,Never,5beb37a6-b3b0-4381-831a-7d926aeaf4e4,2,1,6,2,67,9,1,2,46038,Treatment
11/13/2018 13:46,11/13/2018 13:49,IP Address,68.190.3.164,100,224,TRUE,11/13/2018 13:49,R_1GWawuIlC49V5yz,,,,,34.54840088,-87.00039673,anonymous,EN,Currently living in the United States of America,,51-60,Female,Less than high school degree,"$20,000 to $29,999",Daily,Television broadcast,,,,"Fox News,CNN",,Right leaning,Republican,,Never,Never,Never,Never,Never,Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Sometimes,Sometimes,Never,5beb37d7-da0b-486a-adfc-511403d04d2a,2,1,1,3,53,4,2,9,35601,Placebo
11/13/2018 13:46,11/13/2018 13:50,IP Address,174.230.4.25,100,192,TRUE,11/13/2018 13:50,R_1mRyfhPleMRiWJB,,,,,42.33580017,-83.38459778,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$60,000 to $69,999",Weekly,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Rarely,"Fox News,CNN",,Central,Independent,,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Almost Never,5beb37fd-670f-450e-9bb8-402dc9ac52d7,2,1,6,2,36,12,1,7,48603,Placebo
11/13/2018 13:40,11/13/2018 13:50,IP Address,173.69.203.63,100,568,TRUE,11/13/2018 13:50,R_29popQBO4OqE0hq,,,,,39.26550293,-76.49349976,anonymous,EN,Currently living in the United States of America,,41-50,Female,Some college but no degree,"$50,000 to $59,999",Weekly,Online Media,"Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Fox News,CNN",,Central,Independent,,Almost Never,Almost Never,Almost Never,Very Often,Very Often,Very Often,Very Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Sometimes,Sometimes,Almost Never,5beb36a6-350a-45fe-b47e-b1142ffc1ca4,2,1,4,3,45,9,1,4,21222,Control
